Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
16,Mon,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,16,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
19,Mon,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,19,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
15,Mon,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,15,Auckland Region,Auckland.,1/01/2023,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
11,Sat,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,11,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
16,Sun,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,16,Auckland Region,Auckland.,1/01/2023,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
19,Sun,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,19,Auckland Region,Auckland.,1/01/2023,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
19,Sun,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,19,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
21,Sun,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,21,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
6,Thu,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,6,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
17,Wed,Theft and Related Offences,793000.0,Theft From Retail Premises,Papakura Central.,17,Auckland Region,Auckland.,1/12/2022,793000.0,Auckland Region,Auckland,1,1,-37.06420019,174.9442681
21,Thu,"Robbery, Extortion and Related Offences",637400.0,Aggravated Robbery,Mt Wellington South.,21,Auckland Region,Auckland.,1/01/2023,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
20,Mon,Acts Intended to Cause Injury,637400.0,Serious Assault Not Resulting in Injury,Mt Wellington South.,20,Auckland Region,Auckland.,1/12/2022,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
17,Thu,"Robbery, Extortion and Related Offences",637400.0,Non-Aggravated Robbery,Mt Wellington South.,17,Auckland Region,Auckland.,1/12/2022,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
13,Sat,Acts Intended to Cause Injury,637400.0,Serious Assault Not Resulting in Injury,Mt Wellington South.,13,Auckland Region,Auckland.,1/01/2023,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
8,Thu,Acts Intended to Cause Injury,637400.0,Common Assault,Mt Wellington South.,8,Auckland Region,Auckland.,1/12/2022,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
17,Sat,Theft and Related Offences,637400.0,Theft From Retail Premises,Mt Wellington South.,17,Auckland Region,Auckland.,1/01/2023,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
14,Thu,Theft and Related Offences,637400.0,Theft From Retail Premises,Mt Wellington South.,14,Auckland Region,Auckland.,1/01/2023,637400.0,Auckland Region,Auckland,1,1,-36.91625759,174.8351339
22,Fri,Theft and Related Offences,797900.0,Illegal Use of a Motor Vehicle,Massey Park.,22,Auckland Region,Auckland.,1/01/2023,797900.0,Auckland Region,Auckland,1,1,-37.06523871,174.9558171
0,Fri,Acts Intended to Cause Injury,775902.0,Serious Assault Resulting in Injury,Homai East.,0,Auckland Region,Auckland.,1/01/2023,775902.0,Auckland Region,Auckland,1,1,-37.02524535,174.8769636
4,Sun,"Unlawful Entry With Intent/Burglary, Break and Enter",775902.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Homai East.,4,Auckland Region,Auckland.,1/12/2022,775902.0,Auckland Region,Auckland,1,1,-37.02524535,174.8769636
13,Tue,"Abduction, Harassment and Other Related Offences Against a Person",451100.0,Abduction and Kidnapping,Newmarket.,13,Auckland Region,Auckland.,1/01/2023,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
9,Fri,Theft and Related Offences,451100.0,Illegal Use of Property (Except Motor Vehicles),Newmarket.,9,Auckland Region,Auckland.,1/01/2023,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
18,Fri,Theft and Related Offences,451100.0,Theft From Retail Premises,Newmarket.,18,Auckland Region,Auckland.,1/12/2022,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
19,Sat,Theft and Related Offences,451100.0,Theft of Motor Vehicle Parts or Contents,Newmarket.,19,Auckland Region,Auckland.,1/01/2023,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
12,Sat,Theft and Related Offences,451100.0,"Theft (Except Motor Vehicles), N.E.C.",Newmarket.,12,Auckland Region,Auckland.,1/01/2023,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
13,Thu,Theft and Related Offences,451100.0,Theft From Retail Premises,Newmarket.,13,Auckland Region,Auckland.,1/12/2022,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
20,Thu,Theft and Related Offences,451100.0,Theft From Retail Premises,Newmarket.,20,Auckland Region,Auckland.,1/12/2022,451100.0,Auckland Region,Auckland,1,1,-36.86838778,174.7772603
2,Tue,"Abduction, Harassment and Other Related Offences Against a Person",700602.0,Abduction and Kidnapping,Otara North.,2,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
3,Fri,Theft and Related Offences,700602.0,Illegal Use of a Motor Vehicle,Otara North.,3,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
15,Wed,Theft and Related Offences,700602.0,Theft From Retail Premises,Otara North.,15,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
3,Thu,Sexual Assault and Related Offences,700602.0,Aggravated Sexual Assault,Otara North.,3,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
1,Sat,Acts Intended to Cause Injury,700602.0,Serious Assault Not Resulting in Injury,Otara North.,1,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
18,Sat,Theft and Related Offences,700602.0,Theft of Motor Vehicle Parts or Contents,Otara North.,18,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
8,Sat,Theft and Related Offences,700602.0,"Theft (Except Motor Vehicles), N.E.C.",Otara North.,8,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
0,Thu,Theft and Related Offences,700602.0,Illegal Use of a Motor Vehicle,Otara North.,0,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
9,Tue,Theft and Related Offences,700602.0,Illegal Use of a Motor Vehicle,Otara North.,9,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
14,Tue,Theft and Related Offences,700602.0,Theft From Retail Premises,Otara North.,14,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
15,Wed,Theft and Related Offences,700602.0,Theft From Retail Premises,Otara North.,15,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
19,Sun,Theft and Related Offences,700602.0,Theft From Retail Premises,Otara North.,19,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
20,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",700602.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Otara North.,20,Auckland Region,Auckland.,1/12/2022,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
13,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",700602.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Otara North.,13,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
11,Tue,Theft and Related Offences,700602.0,Theft From Retail Premises,Otara North.,11,Auckland Region,Auckland.,1/01/2023,700602.0,Auckland Region,Auckland,1,1,-36.96022696,174.8781686
18,Wed,Theft and Related Offences,558000.0,Illegal Use of Property (Except Motor Vehicles),Mt Eden South.,18,Auckland Region,Auckland.,1/01/2023,558000.0,Auckland Region,Auckland,1,1,-36.89442251,174.7554929
18,Wed,Theft and Related Offences,558000.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Eden South.,18,Auckland Region,Auckland.,1/01/2023,558000.0,Auckland Region,Auckland,1,1,-36.89442251,174.7554929
17,Wed,Theft and Related Offences,792000.0,Theft of Motor Vehicle Parts or Contents,Papakura Central.,17,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
1,Wed,Theft and Related Offences,792000.0,"Theft (Except Motor Vehicles), N.E.C.",Papakura Central.,1,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
10,Sun,Theft and Related Offences,792000.0,"Theft (Except Motor Vehicles), N.E.C.",Papakura Central.,10,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
15,Wed,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,15,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
16,Sun,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,16,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
13,Fri,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,13,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
20,Mon,Acts Intended to Cause Injury,792000.0,Serious Assault Resulting in Injury,Papakura Central.,20,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,2,2,-37.06348268,174.9421911
1,Sat,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,1,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
14,Sat,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,14,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
21,Thu,Theft and Related Offences,792000.0,Theft of Motor Vehicle Parts or Contents,Papakura Central.,21,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
14,Mon,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,14,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
20,Mon,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,20,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
11,Tue,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,11,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
14,Tue,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,14,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
14,Tue,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,14,Auckland Region,Auckland.,1/01/2023,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
14,Wed,Theft and Related Offences,792000.0,Theft From Retail Premises,Papakura Central.,14,Auckland Region,Auckland.,1/12/2022,792000.0,Auckland Region,Auckland,1,1,-37.06348268,174.9421911
1,Sun,Sexual Assault and Related Offences,649900.0,Aggravated Sexual Assault,Howick Central.,1,Auckland Region,Auckland.,1/01/2023,649900.0,Auckland Region,Auckland,1,1,-36.89583124,174.9304577
12,Wed,"Unlawful Entry With Intent/Burglary, Break and Enter",649900.0,"Unlawful Entry With Intent/Burglary, Break and Enter",Howick Central.,12,Auckland Region,Auckland.,1/12/2022,649900.0,Auckland Region,Auckland,1,1,-36.89583124,174.9304577
11,Wed,Acts Intended to Cause Injury,649900.0,Common Assault,Howick Central.,11,Auckland Region,Auckland.,1/01/2023,649900.0,Auckland Region,Auckland,1,1,-36.89583124,174.9304577
14,Mon,Theft and Related Offences,649900.0,Theft From Retail Premises,Howick Central.,14,Auckland Region,Auckland.,1/01/2023,649900.0,Auckland Region,Auckland,1,1,-36.89583124,174.9304577
17,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,17,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
23,Mon,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,23,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
1,Thu,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,1,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
13,Thu,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,13,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
13,Wed,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,13,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
20,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,20,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
20,Mon,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,20,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
16,Wed,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,16,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
19,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,19,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
13,Fri,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,13,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
10,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,10,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
16,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,16,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
19,Fri,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,19,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
22,Fri,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,22,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
16,Sun,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,16,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
14,Fri,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,14,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
19,Fri,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,19,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
19,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,19,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
17,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,17,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
7,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,7,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
12,Sat,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
12,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,12,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
12,Thu,Theft and Related Offences,711716.0,Theft of Motor Vehicle Parts or Contents,Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
12,Thu,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
21,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,21,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
20,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,20,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
23,Thu,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,23,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
12,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
9,Thu,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,9,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
15,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,15,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
11,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,11,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
18,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,18,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
14,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,14,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
7,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,7,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
15,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,15,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
11,Sat,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,11,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
8,Sat,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,8,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
12,Mon,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
7,Mon,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,7,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
14,Mon,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,14,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
9,Mon,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,9,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
10,Mon,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,10,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
14,Tue,Theft and Related Offences,711716.0,Illegal Use of a Motor Vehicle,Greenmount.,14,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
15,Tue,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,15,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
8,Tue,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,8,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
11,Tue,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,11,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
18,Tue,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,18,Auckland Region,Auckland.,1/01/2023,711716.0,Auckland Region,Auckland,2,2,-36.93011926,174.9090076
7,Fri,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,7,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
12,Wed,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,12,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
13,Wed,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,13,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
15,Wed,Theft and Related Offences,711716.0,"Theft (Except Motor Vehicles), N.E.C.",Greenmount.,15,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
11,Mon,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,11,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
15,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,15,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
17,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,17,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
18,Sat,Theft and Related Offences,711716.0,Theft From Retail Premises,Greenmount.,18,Auckland Region,Auckland.,1/12/2022,711716.0,Auckland Region,Auckland,1,1,-36.93011926,174.9090076
20,Mon,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,20,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
11,Mon,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,11,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
20,Wed,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,20,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
14,Wed,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,14,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
17,Wed,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,17,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
11,Mon,Acts Intended to Cause Injury,625400.0,Common Assault,Mt Wellington West.,11,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
7,Fri,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,7,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
8,Fri,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,8,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
14,Fri,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,14,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
14,Fri,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,14,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
5,Sat,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,5,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
16,Fri,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,16,Auckland Region,Auckland.,1/12/2022,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
19,Sat,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,19,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
8,Sat,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,8,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
16,Sat,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,16,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
17,Sat,Theft and Related Offences,625400.0,Theft From Retail Premises,Mt Wellington West.,17,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
10,Thu,Theft and Related Offences,625400.0,"Theft (Except Motor Vehicles), N.E.C.",Mt Wellington West.,10,Auckland Region,Auckland.,1/01/2023,625400.0,Auckland Region,Auckland,1,1,-36.89057961,174.8295634
