Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations,Victimisations,Latitude,Longitude
13,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,9,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
16,Wed,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,16,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
18,Wed,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,18,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
12,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,12,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
8,Wed,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,8,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Mon,Acts Intended to Cause Injury,780204.0,Serious Assault Not Resulting in Injury,Manukau Central.,12,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Mon,Acts Intended to Cause Injury,780204.0,Serious Assault Not Resulting in Injury,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Wed,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
16,Sun,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,16,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
20,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,20,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
19,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
15,Sun,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,15,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
7,Sat,Acts Intended to Cause Injury,780204.0,Serious Assault Resulting in Injury,Manukau Central.,7,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Fri,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,14,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Fri,Theft and Related Offences,780204.0,Theft of Motor Vehicle Parts or Contents,Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Fri,Theft and Related Offences,780204.0,Theft of Motor Vehicle Parts or Contents,Manukau Central.,12,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
18,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,18,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
20,Fri,Theft and Related Offences,780204.0,Theft of Motor Vehicle Parts or Contents,Manukau Central.,20,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
8,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,8,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
22,Sun,Acts Intended to Cause Injury,780204.0,Common Assault,Manukau Central.,22,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
18,Sun,Theft and Related Offences,780204.0,Theft From a Person (Excluding By Force),Manukau Central.,18,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Mon,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,9,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
11,Thu,Acts Intended to Cause Injury,780204.0,Common Assault,Manukau Central.,11,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
6,Mon,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,6,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,9,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
13,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Thu,Acts Intended to Cause Injury,780204.0,Serious Assault Resulting in Injury,Manukau Central.,12,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Sun,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,3,3,-36.99207534,174.8805324
18,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,18,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
11,Tue,Acts Intended to Cause Injury,780204.0,Serious Assault Not Resulting in Injury,Manukau Central.,11,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
16,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,16,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
8,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,8,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Sat,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
11,Sat,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,11,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Sat,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
14,Thu,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,14,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
9,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,9,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
17,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
21,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,21,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
20,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,20,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,12,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
11,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,11,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
20,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,20,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
21,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,21,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
19,Sat,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
18,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,18,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
19,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
20,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,20,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
17,Thu,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,3,3,-36.99207534,174.8805324
18,Tue,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,18,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Tue,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,9,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
0,Tue,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,0,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
21,Tue,Theft and Related Offences,780204.0,Illegal Use of a Motor Vehicle,Manukau Central.,21,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
14,Tue,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,14,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Tue,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,15,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,9,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
21,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,21,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
10,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,10,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,12,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
11,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,11,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
12,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,12,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
14,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,14,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
20,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,20,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
21,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,21,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
16,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,16,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
19,Tue,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,2,2,-36.99207534,174.8805324
17,Wed,Theft and Related Offences,780204.0,Theft of Motor Vehicle Parts or Contents,Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
19,Fri,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
16,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,16,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
13,Mon,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,13,Auckland Region,Auckland.,1/01/2023,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
9,Wed,Theft and Related Offences,780204.0,"Theft (Except Motor Vehicles), N.E.C.",Manukau Central.,9,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
17,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,17,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
19,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,19,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
21,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,21,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,1,1,-36.99207534,174.8805324
15,Wed,Theft and Related Offences,780204.0,Theft From Retail Premises,Manukau Central.,15,Auckland Region,Auckland.,1/12/2022,780204.0,Auckland Region,Auckland,3,3,-36.99207534,174.8805324
