Hour,Occurrence Day Of Week,Incidents,Area Unit,Date,Number of Victimisations,Latitude,Longitude,Severity Score
6:00 pm,Wed,Theft,Lynnmall,2023-01-18,1,-36.9063356,174.6838335,1.8512829905441173
5:00 am,Wed,Burglary,Ponsonby East,2023-01-18,1,-36.85257693,174.7429211,6.372265856470259
12:00 am,Wed,Theft,Te Atatu Central,2023-01-18,1,-36.84069486,174.6559659,1.097174727330841
9:00 pm,Wed,Theft,Pukekohe North,2023-01-18,1,-37.19919774,174.9023929,1.7055208995478557
4:00 pm,Wed,Theft,Auckland Central West,2023-01-18,6,-36.84828715,174.7644706,3.9076135478055383
10:00 pm,Wed,Theft,Takanini West,2023-01-18,1,-37.03993521,174.9030792,1.3770541316066383
4:00 pm,Wed,Battery,Freemans Bay,2023-01-18,1,-36.85246899,174.7453734,6.760964765793623
3:00 pm,Wed,Theft,Tuff Crater,2023-01-18,1,-36.80173131,174.7450664,1.388698909323364
3:00 am,Wed,Theft,Mission Bay,2023-01-18,1,-36.84732268,174.8300412,1.0
5:00 am,Wed,Battery,Grey Lynn East,2023-01-18,1,-36.85869186,174.7470336,6.652145260746056
10:00 pm,Wed,Theft,Auckland Central East,2023-01-18,1,-36.85603018,174.7631161,1.6569335358824353
1:00 am,Wed,Theft,Glen Innes North,2023-01-18,1,-36.86274369,174.8657476,1.0485873636654204
2:00 pm,Wed,Theft,Donegal Park,2023-01-18,1,-36.9806886,174.9163457,1.388698909323364
1:00 pm,Wed,Theft,Hillsborough West,2023-01-18,1,-36.91130729,174.7502224,1.388698909323364
10:00 am,Wed,Burglary,Wesley,2023-01-18,1,-36.90638138,174.7339381,6.615202674797361
12:00 am,Wed,Theft,Manukau Central,2023-01-18,1,-36.99770108,174.8745876,1.9368129401582324
3:00 pm,Wed,Theft,Mangere South,2023-01-18,1,-37.0081395,174.800377,1.6685783135991612
1:00 am,Wed,Burglary,Auckland Central West,2023-01-18,1,-36.85730318,174.7580016,8.939767858617852
5:00 pm,Wed,Theft,Auckland Harbourside,2023-01-18,1,-36.8449602,174.7621417,2.2283371221507555
8:00 am,Wed,Theft,Glen Eden East,2023-01-18,1,-36.91075881,174.6627744,1.097174727330841
10:00 am,Wed,Theft,Onehunga South East,2023-01-18,1,-36.92366935,174.7842692,1.2429368183271023
5:00 am,Wed,Battery,Glen Innes West,2023-01-18,1,-36.87888239,174.8616705,6.372265856470259
3:00 pm,Wed,Theft,Abbotts Park,2023-01-18,1,-36.88837871,174.8183966,1.388698909323364
3:00 pm,Wed,Theft,Balmoral,2023-01-18,1,-36.87698856,174.7515977,1.6685783135991612
6:00 pm,Wed,Battery,Sandringham West,2023-01-18,1,-36.88552826,174.7366898,6.663790038462781
6:00 am,Wed,Battery,Tuff Crater,2023-01-18,2,-36.79867869,174.7489267,6.372265856470259
10:00 am,Wed,Theft,Auckland Central West,2023-01-18,1,-36.84965444,174.7645458,3.7618514568092767
1:00 pm,Wed,Theft,Newmarket,2023-01-18,1,-36.86974642,174.7772228,1.6685783135991612
10:00 pm,Wed,Battery,Sunnyvale,2023-01-18,1,-36.89371433,174.6369989,6.4694405838010995
11:00 am,Wed,Theft,St Lukes,2023-01-18,1,-36.87758392,174.7333862,1.2915241819925227
4:00 am,Wed,Burglary,Pakuranga Central,2023-01-18,1,-36.9124996,174.8818812,6.372265856470259
8:00 am,Wed,Theft,Sturges North,2023-01-18,1,-36.86914509,174.6072323,1.097174727330841
12:00 pm,Wed,Theft,Takanini South,2023-01-18,1,-37.04898689,174.9294623,1.7171656772645816
3:00 pm,Wed,Theft,Pukekohe North,2023-01-18,1,-37.19919774,174.9023929,1.9484577178749585
4:00 pm,Wed,Theft,Henderson South,2023-01-18,1,-36.88065872,174.6323057,1.9484577178749585
8:00 pm,Wed,Burglary,Waitaramoa,2023-01-18,1,-36.86570221,174.7974727,6.56661531113194
7:00 pm,Wed,Theft,Royal Oak,2023-01-18,1,-36.90998949,174.7745561,1.2915241819925227
3:00 am,Wed,Theft,Lynnmall,2023-01-18,1,-36.90241091,174.6808123,1.5597588085515943
9:00 pm,Wed,Theft,Auckland Central West,2023-01-18,1,-36.8488649,174.7618211,3.664676729478436
6:00 pm,Wed,Theft,Kelston Central,2023-01-18,1,-36.90298604,174.6635553,1.2915241819925227
5:00 am,Wed,Theft,Parnell East,2023-01-18,1,-36.854361,174.792489,1.0
12:00 pm,Wed,Theft,Mt Wellington North,2023-01-18,1,-36.90394064,174.8427119,1.4372862729887843
12:00 am,Wed,Theft,Mangere Bridge,2023-01-18,1,-36.94504585,174.7809155,1.097174727330841
5:00 am,Wed,Theft,Pukekohe North,2023-01-18,1,-37.1991672,174.9085453,1.5597588085515943
12:00 pm,Wed,Theft,Puhinui South,2023-01-18,1,-36.98533104,174.8760424,1.7171656772645816
1:00 pm,Wed,Battery,Auckland Central West,2023-01-18,1,-36.85578174,174.7571175,9.279879404275796
11:00 am,Wed,Theft,Grafton East,2023-01-18,1,-36.85906957,174.7702502,1.2915241819925227
8:00 pm,Wed,Theft,St Johns,2023-01-18,1,-36.87535687,174.850659,1.194349454661682
11:00 pm,Wed,Burglary,Hyperion,2023-01-18,1,-37.02554979,174.9214254,6.420853220135679
12:00 pm,Wed,Theft,Papatoetoe East,2023-01-18,1,-36.97176205,174.8677038,1.4372862729887843
8:00 am,Wed,Theft,Takanini South,2023-01-18,1,-37.04898689,174.9294623,1.3770541316066383
7:00 pm,Wed,Burglary,Redoubt South,2023-01-18,1,-37.00088913,174.9006269,6.663790038462781
1:00 pm,Wed,Theft,Henderson South,2023-01-18,1,-36.89345834,174.6252521,1.9484577178749585
5:00 pm,Wed,Theft,Glen Eden East,2023-01-18,1,-36.90474286,174.6598785,1.388698909323364
12:00 pm,Wed,Theft,Kauri Park,2023-01-18,1,-36.81099863,174.724592,1.4372862729887843
3:00 pm,Wed,Theft,Mangere Central,2023-01-18,1,-36.97181526,174.7988405,1.388698909323364
11:00 am,Wed,Theft,Lynnmall,2023-01-18,1,-36.91149185,174.6872898,1.8512829905441173
5:00 pm,Wed,Battery,Glen Innes West,2023-01-18,1,-36.87302212,174.8568315,6.760964765793623
7:00 am,Wed,Burglary,Papatoetoe East,2023-01-18,1,-36.97549079,174.8679037,6.420853220135679
3:00 pm,Wed,Theft,Manukau Central,2023-01-18,1,-36.99121216,174.8743641,2.2283371221507555
11:00 am,Wed,Theft,Windsor Park,2023-01-18,1,-36.7396498,174.7377581,1.2915241819925227
4:00 pm,Wed,Theft,Newton,2023-01-18,1,-36.85850938,174.7570689,1.388698909323364
1:00 pm,Wed,Theft,Bombay,2023-01-18,1,-37.2014407,174.9861318,1.388698909323364
4:00 pm,Wed,Theft,Takanini North,2023-01-18,1,-37.03784145,174.9144793,1.388698909323364
12:00 pm,Wed,Theft,Manurewa Central,2023-01-18,1,-37.01199409,174.8911015,1.4372862729887843
12:00 am,Wed,Burglary,Takanini West,2023-01-18,1,-37.04091071,174.9129053,6.749319988076897
12:00 pm,Wed,Theft,Helensville,2023-01-18,1,-36.67670377,174.4514539,1.4372862729887843
3:00 pm,Wed,Theft,Pakuranga Central,2023-01-18,1,-36.9135188,174.8723412,1.388698909323364
7:00 pm,Wed,Battery,Manukau Central,2023-01-18,1,-36.99121216,174.8743641,7.503428251290172
7:00 am,Wed,Theft,Abbotts Park,2023-01-18,1,-36.88429067,174.8086548,1.0485873636654204
10:00 pm,Wed,Battery,Arahanga,2023-01-18,1,-36.95769815,174.7915556,6.4694405838010995
7:00 am,Wed,Battery,Mangere South,2023-01-18,1,-37.0081395,174.800377,6.700732624411476
11:00 pm,Wed,Sexual Assault,Kingdale,2023-01-18,1,-36.85006512,174.6286364,7.092386452194461
6:00 am,Wed,Burglary,Edgewater,2023-01-18,1,-36.92488232,174.8770126,6.372265856470259
5:00 pm,Wed,Theft,Auckland Central West,2023-01-18,4,-36.84828715,174.7644706,3.9076135478055383
12:00 pm,Wed,Theft,Takanini South,2023-01-18,1,-37.04689301,174.9508175,1.7171656772645816
6:00 pm,Wed,Battery,Tamaki,2023-01-18,1,-36.90069164,174.8593972,6.663790038462781
7:00 pm,Wed,Theft,Roberton,2023-01-18,1,-36.89764566,174.6985451,1.2915241819925227
7:00 am,Wed,Theft,Surrey Crescent,2023-01-18,1,-36.86809736,174.7286649,1.0485873636654204
5:00 pm,Wed,Burglary,Auckland Central West,2023-01-18,1,-36.84828715,174.7644706,9.279879404275796
8:00 pm,Wed,Theft,Mt Wellington West,2023-01-18,1,-36.89057961,174.8295634,1.194349454661682
5:00 pm,Wed,Battery,Wattle Farm,2023-01-18,1,-37.03798999,174.889865,6.760964765793623
5:00 pm,Wed,Theft,Auckland Central West,2023-01-18,1,-36.8510928,174.7613292,3.9076135478055383
9:00 pm,Wed,Theft,Dingwall,2023-01-18,1,-36.97158639,174.8659856,1.1457620909962616
12:00 am,Wed,Theft,Greenmount,2023-01-18,1,-36.93517018,174.9025763,1.3770541316066383
8:00 pm,Wed,Theft,Highbrook,2023-01-18,1,-36.9287516,174.8906098,1.194349454661682
1:00 am,Wed,Burglary,Kingdale,2023-01-18,1,-36.85566893,174.6254963,6.420853220135679
8:00 am,Wed,Battery,Favona South,2023-01-18,1,-36.95292997,174.8138607,6.4694405838010995
8:00 pm,Wed,Theft,Kingdale,2023-01-18,1,-36.85707248,174.6270762,1.194349454661682
7:00 pm,Wed,Theft,Kingdale,2023-01-18,1,-36.85555026,174.6342988,1.2915241819925227
3:00 pm,Wed,Theft,Lynnmall,2023-01-18,1,-36.90844118,174.6836551,1.9484577178749585
1:00 am,Wed,Theft,Onehunga South West,2023-01-18,1,-36.91918855,174.7729123,1.0485873636654204
1:00 am,Wed,Theft,Papakura Central,2023-01-18,1,-37.06348268,174.9421911,1.3284667679412177
3:00 pm,Wed,Theft,Sandringham North,2023-01-18,1,-36.88277881,174.733734,1.6685783135991612
1:00 am,Wed,Burglary,Huapai,2023-01-18,1,-36.7766588,174.5517359,6.420853220135679
5:00 pm,Wed,Theft,Auckland Central West,2023-01-18,1,-36.84828715,174.7644706,3.9076135478055383
5:00 pm,Wed,Theft,Glenbrook,2023-01-18,1,-37.21034902,174.7661945,1.388698909323364
9:00 am,Wed,Theft,Dannemora,2023-01-18,1,-36.93171883,174.9128209,1.1457620909962616
2:00 am,Wed,Burglary,Konini,2023-01-18,1,-36.92232327,174.6451089,6.420853220135679
1:00 pm,Wed,Theft,Auckland Harbourside,2023-01-18,1,-36.84122098,174.7561549,2.2283371221507555
1:00 pm,Wed,Theft,Meadowbank South,2023-01-18,1,-36.87641703,174.8287921,1.388698909323364
12:00 pm,Wed,Theft,Sandringham North,2023-01-18,1,-36.88277881,174.733734,1.7171656772645816
2:00 am,Wed,Burglary,Glen Eden East,2023-01-18,1,-36.91203138,174.6549735,6.420853220135679
7:00 pm,Wed,Theft,Glenavon,2023-01-18,1,-36.91268202,174.7066647,1.2915241819925227
2:00 pm,Wed,Theft,Wellsford,2023-01-18,1,-36.2931449,174.5255387,1.388698909323364
4:00 pm,Wed,Theft,Albany,2023-01-18,1,-36.72826501,174.7083748,1.6685783135991612
2:00 pm,Wed,Burglary,Ocean View,2023-01-18,1,-36.79773214,174.7430876,6.760964765793623
7:00 pm,Wed,Theft,Balmoral,2023-01-18,1,-36.87698856,174.7515977,1.57140358626832
3:00 am,Wed,Burglary,Grange,2023-01-18,1,-36.95772661,174.8505906,6.372265856470259
2:00 pm,Wed,Burglary,Royal Heights,2023-01-18,1,-36.82622844,174.6352901,6.760964765793623
12:00 pm,Wed,Theft,Drury,2023-01-18,1,-37.0981055,174.9463409,1.4372862729887843
8:00 am,Wed,Battery,Albany,2023-01-18,1,-36.72826501,174.7083748,6.749319988076897
7:00 pm,Wed,Theft,Sandringham North,2023-01-18,1,-36.88277881,174.733734,1.57140358626832
3:00 pm,Wed,Theft,Windsor Park,2023-01-18,1,-36.74575997,174.729991,1.388698909323364
5:00 pm,Wed,Theft,Mt Eden South,2023-01-18,1,-36.89463614,174.7601931,1.388698909323364
5:00 pm,Wed,Theft,Red Beach East,2023-01-18,1,-36.60680219,174.6998464,1.388698909323364
4:00 pm,Wed,Theft,Henderson South,2023-01-18,1,-36.88061673,174.6338536,1.9484577178749585
4:00 pm,Wed,Burglary,Hillpark,2023-01-18,1,-37.02227678,174.8991634,6.760964765793623
9:00 pm,Wed,Battery,Waimumu North,2023-01-18,2,-36.84218862,174.6127061,6.51802794746652
11:00 pm,Wed,Theft,Wiri,2023-01-18,1,-37.00631532,174.8929688,1.0485873636654204
3:00 pm,Wed,Theft,Otara North,2023-01-18,1,-36.96022696,174.8781686,1.388698909323364
6:00 am,Wed,Burglary,Papakura North,2023-01-18,1,-37.05878393,174.9387655,6.372265856470259
11:00 am,Wed,Theft,Auckland Harbourside,2023-01-18,1,-36.8445892,174.7661254,2.1311623948199143
1:00 pm,Wed,Battery,Weiti River,2023-01-18,1,-36.6220086,174.6742963,6.760964765793623
2:00 pm,Wed,Theft,Auckland Harbourside,2023-01-18,1,-36.84267598,174.7761549,2.2283371221507555
2:00 pm,Wed,Theft,Avondale South,2023-01-18,1,-36.91628441,174.6932533,1.388698909323364
3:00 pm,Wed,Theft,Grey Lynn East,2023-01-18,1,-36.85853169,174.749547,1.6685783135991612
6:00 pm,Wed,Theft,Auckland Central West,2023-01-18,1,-36.84828715,174.7644706,3.810438820474697
7:00 am,Wed,Battery,Manukau Central,2023-01-18,1,-37.01250711,174.8465444,7.26049143296307
12:00 pm,Wed,Theft,Hauraki,2023-01-18,1,-36.79714232,174.7777131,1.4372862729887843
4:00 pm,Wed,Theft,Mt Wellington South,2023-01-18,2,-36.91659477,174.8418528,1.9484577178749585
7:00 pm,Wed,Robbery,Auckland Harbourside,2023-01-18,1,-36.8445892,174.7661254,8.174961483348955
2:00 pm,Wed,Theft,Westlake,2023-01-18,1,-36.79359893,174.7660667,1.388698909323364
3:00 pm,Wed,Theft,Henderson South,2023-01-18,2,-36.88292606,174.6345496,1.9484577178749585
6:00 am,Wed,Theft,Auckland Central West,2023-01-18,2,-36.84519181,174.7645987,3.5189146384821743
9:00 am,Wed,Battery,Mt Eden North,2023-01-18,1,-36.86744148,174.7658119,6.51802794746652
7:00 pm,Wed,Theft,Waiuku West,2023-01-18,1,-37.25239859,174.7257155,1.2915241819925227
2:00 pm,Wed,Theft,Takanini South,2023-01-18,1,-37.05368479,174.9285399,1.6685783135991612
9:00 pm,Wed,Theft,Westgate,2023-01-18,1,-36.82213675,174.6122369,1.1457620909962616
11:00 pm,Wed,Theft,Newmarket,2023-01-18,1,-36.86801922,174.7744191,1.3284667679412177
4:00 pm,Wed,Theft,Lynnmall,2023-01-18,1,-36.91053164,174.6813962,1.9484577178749585
9:00 am,Wed,Theft,Henderson South,2023-01-18,1,-36.88250124,174.6319525,1.7055208995478557
6:00 pm,Wed,Theft,Dairy Flat-Redvale,2023-01-18,1,-36.66937265,174.6761001,1.2915241819925227
2:00 pm,Wed,Theft,Takanini West,2023-01-18,1,-37.03993521,174.9030792,1.6685783135991612
10:00 am,Wed,Theft,Kingsland,2023-01-18,1,-36.87109079,174.7459181,1.2429368183271023
11:00 am,Wed,Theft,Mascot,2023-01-18,1,-36.97226647,174.8097671,1.2915241819925227
9:00 pm,Wed,Theft,Windsor Park,2023-01-18,1,-36.7386582,174.7258422,1.1457620909962616
10:00 pm,Wed,Theft,Highland Park,2023-01-18,1,-36.90587482,174.9119735,1.097174727330841
12:00 pm,Wed,Theft,Point Chevalier East,2023-01-18,2,-36.86971314,174.7099247,1.7171656772645816
2:00 pm,Wed,Theft,Manukau Central,2023-01-18,1,-36.98972498,174.8845306,2.2283371221507555
3:00 pm,Wed,Theft,Pinehill,2023-01-18,1,-36.73007535,174.7186223,1.388698909323364
12:00 am,Wed,Theft,Hillsborough West,2023-01-18,1,-36.91046497,174.7562985,1.097174727330841
12:00 am,Wed,Theft,Auckland Central East,2023-01-18,1,-36.84651619,174.7688472,1.6569335358824353
1:00 pm,Wed,Theft,Silverdale Central,2023-01-18,1,-36.60028579,174.6798528,1.388698909323364
1:00 pm,Wed,Burglary,Glenfield Central,2023-01-18,1,-36.78068223,174.7329153,6.760964765793623
2:00 am,Wed,Theft,Grey Lynn West,2023-01-18,1,-36.86417779,174.7378296,1.0485873636654204
5:00 pm,Wed,Theft,Hingaia,2023-01-18,1,-37.06581128,174.9166922,1.388698909323364
2:00 pm,Wed,Battery,Sunnybrae,2023-01-18,1,-36.78437879,174.7402831,6.760964765793623
2:00 pm,Wed,Theft,Glen Innes West,2023-01-18,1,-36.8783105,174.8558888,1.388698909323364
4:00 pm,Wed,Theft,Remuera South,2023-01-18,1,-36.88195062,174.7981034,1.388698909323364
8:00 am,Wed,Theft,Waikowhai East,2023-01-18,1,-36.92677707,174.7374512,1.097174727330841
2:00 pm,Wed,Theft,Auckland Central West,2023-01-18,1,-36.84828715,174.7644706,3.9076135478055383
1:00 pm,Wed,Theft,Newton,2023-01-18,1,-36.86233106,174.7558378,1.388698909323364
9:00 pm,Wed,Theft,Tuff Crater,2023-01-18,1,-36.79813185,174.7464767,1.1457620909962616
3:00 am,Wed,Burglary,Northcote South,2023-01-18,1,-36.81495818,174.7461463,6.372265856470259
10:00 am,Wed,Theft,Te Atatu Central,2023-01-18,1,-36.84204752,174.6537613,1.2429368183271023
5:00 pm,Wed,Theft,Whenuapai West,2023-01-18,1,-36.81004025,174.6053882,1.6685783135991612
1:00 pm,Wed,Burglary,Onehunga South East,2023-01-18,1,-36.91519438,174.7876859,6.760964765793623
1:00 pm,Wed,Theft,Mt Wellington South,2023-01-18,2,-36.91659477,174.8418528,1.9484577178749585
5:00 pm,Wed,Theft,Auckland Central West,2023-01-18,3,-36.84828715,174.7644706,3.9076135478055383
7:00 pm,Thu,Theft,Newmarket,2023-01-19,1,-36.86974642,174.7772228,1.57140358626832
11:00 pm,Thu,Battery,Auckland Central East,2023-01-19,1,-36.85486646,174.7641684,6.980612028687273
10:00 am,Thu,Theft,Auckland Harbourside,2023-01-19,1,-36.84470031,174.7697223,2.082575031154494
4:00 pm,Thu,Theft,New Lynn South,2023-01-19,1,-36.90965025,174.6750679,1.388698909323364
2:00 am,Thu,Burglary,Papatoetoe Central,2023-01-19,1,-36.97185281,174.8592104,6.420853220135679
6:00 pm,Thu,Theft,Dairy Flat-Redvale,2023-01-19,1,-36.65579732,174.661672,1.2915241819925227
6:00 pm,Thu,Theft,Westmere,2023-01-19,1,-36.85398238,174.7292733,1.2915241819925227
8:00 am,Thu,Theft,Rongomai,2023-01-19,1,-36.97569747,174.8962909,1.3770541316066383
5:00 pm,Thu,Burglary,Rowandale,2023-01-19,1,-37.02530551,174.8726938,6.760964765793623
2:00 pm,Thu,Theft,Takanini South,2023-01-19,1,-37.04898689,174.9294623,1.6685783135991612
11:00 pm,Thu,Theft,Redoubt South,2023-01-19,1,-36.99174145,174.9003634,1.0485873636654204
4:00 pm,Thu,Theft,Bledisloe Park,2023-01-19,1,-37.20406087,174.9101183,1.6685783135991612
10:00 pm,Thu,Theft,Te Atatu Central,2023-01-19,1,-36.85420235,174.6555449,1.097174727330841
10:00 am,Thu,Theft,Bledisloe Park,2023-01-19,1,-37.20406087,174.9101183,1.5228162226028996
6:00 pm,Thu,Theft,Newmarket,2023-01-19,1,-36.86974642,174.7772228,1.57140358626832
5:00 pm,Thu,Battery,Beachhaven North,2023-01-19,1,-36.7967275,174.6886834,6.760964765793623
12:00 am,Thu,Theft,Golfland,2023-01-19,1,-36.92182872,174.9112755,1.097174727330841
9:00 am,Thu,Robbery,Hauraki,2023-01-19,1,-36.79891633,174.779915,7.189561179525302
5:00 pm,Thu,Burglary,Henderson North,2023-01-19,1,-36.87611923,174.6334762,6.760964765793623
4:00 pm,Thu,Battery,Glen Eden East,2023-01-19,1,-36.91120051,174.6524829,6.760964765793623
9:00 am,Thu,Theft,Hillsborough West,2023-01-19,1,-36.91223434,174.7548833,1.1457620909962616
7:00 am,Thu,Theft,Takanini West,2023-01-19,1,-37.0458735,174.9209287,1.3284667679412177
1:00 pm,Thu,Theft,Auckland Central East,2023-01-19,1,-36.84847122,174.7674245,1.9484577178749585
1:00 pm,Thu,Theft,Warkworth,2023-01-19,1,-36.40559304,174.6595428,1.388698909323364
4:00 am,Thu,Burglary,Wattle Farm,2023-01-19,1,-37.039926,174.8952715,6.372265856470259
2:00 pm,Thu,Theft,Auckland Harbourside,2023-01-19,1,-36.84354482,174.7646723,2.2283371221507555
5:00 pm,Thu,Theft,Auckland Harbourside,2023-01-19,1,-36.84354482,174.7646723,2.2283371221507555
2:00 pm,Thu,Theft,Ponsonby West,2023-01-19,1,-36.847352,174.7329433,1.388698909323364
7:00 am,Thu,Sexual Assault,Otahuhu West,2023-01-19,1,-36.94124318,174.8424462,7.092386452194461
8:00 am,Thu,Theft,Balmoral,2023-01-19,2,-36.87698856,174.7515977,1.3770541316066383
12:00 pm,Thu,Theft,Auckland Central West,2023-01-19,1,-36.84473773,174.763539,3.9562009114709586
1:00 pm,Thu,Theft,Puhinui South,2023-01-19,1,-36.98533104,174.8760424,1.6685783135991612
8:00 pm,Thu,Burglary,Takanini South,2023-01-19,1,-37.04395663,174.9291779,6.846494715407737
7:00 am,Thu,Theft,Auckland Central West,2023-01-19,1,-36.84473773,174.763539,3.5675020021475947
6:00 pm,Thu,Theft,Lynfield South,2023-01-19,1,-36.92507181,174.7225251,1.2915241819925227
9:00 am,Thu,Theft,Mangere Bridge,2023-01-19,1,-36.95414281,174.7882333,1.1457620909962616
11:00 am,Thu,Theft,Hillpark,2023-01-19,1,-37.02078698,174.8982456,1.2915241819925227
9:00 pm,Thu,Theft,Papatoetoe Central,2023-01-19,1,-36.97113232,174.8597817,1.1457620909962616
7:00 pm,Thu,Burglary,Kingdale,2023-01-19,1,-36.85196378,174.6367817,6.663790038462781
12:00 pm,Thu,Theft,Weiti River,2023-01-19,1,-36.6220086,174.6742963,1.4372862729887843
4:00 pm,Thu,Battery,Papakura North East,2023-01-19,1,-37.05276506,174.9533372,6.760964765793623
10:00 am,Thu,Theft,Manukau Central,2023-01-19,1,-36.99121216,174.8743641,2.082575031154494
12:00 pm,Thu,Theft,Rosebank,2023-01-19,1,-36.87661615,174.6754415,1.4372862729887843
5:00 pm,Thu,Battery,Leabank,2023-01-19,1,-37.03068629,174.8889842,6.760964765793623
11:00 am,Thu,Theft,Henderson South,2023-01-19,1,-36.88250124,174.6319525,1.8512829905441173
2:00 pm,Thu,Theft,Manukau Central,2023-01-19,2,-36.99121216,174.8743641,2.2283371221507555
12:00 pm,Thu,Theft,Manukau Central,2023-01-19,1,-36.99121216,174.8743641,2.276924485816176
9:00 pm,Thu,Burglary,Auckland Harbourside,2023-01-19,1,-36.8445892,174.7661254,7.3576661602939115
11:00 am,Thu,Theft,Sandringham North,2023-01-19,1,-36.88521674,174.7405763,1.57140358626832
4:00 pm,Thu,Theft,Auckland Central East,2023-01-19,1,-36.84540178,174.7669995,1.9484577178749585
8:00 pm,Thu,Theft,Glen Eden East,2023-01-19,1,-36.90736365,174.6613756,1.194349454661682
11:00 am,Thu,Theft,Sandringham North,2023-01-19,2,-36.88277881,174.733734,1.57140358626832
10:00 pm,Thu,Theft,Westlake,2023-01-19,1,-36.79359893,174.7660667,1.097174727330841
4:00 am,Thu,Burglary,Hobsonville East,2023-01-19,1,-36.78809137,174.6703934,6.372265856470259
7:00 pm,Thu,Robbery,Woodglen,2023-01-19,1,-36.91678688,174.6462883,7.335323270521563
1:00 am,Thu,Burglary,Grey Lynn East,2023-01-19,1,-36.86330736,174.7463194,6.700732624411476
10:00 am,Thu,Theft,Glen Innes West,2023-01-19,1,-36.87956619,174.8597016,1.2429368183271023
12:00 pm,Thu,Theft,Sandringham North,2023-01-19,1,-36.88277881,174.733734,1.7171656772645816
3:00 pm,Thu,Theft,Pakuranga Central,2023-01-19,1,-36.9135188,174.8723412,1.388698909323364
5:00 pm,Thu,Battery,Westgate,2023-01-19,1,-36.82213675,174.6122369,6.760964765793623
8:00 am,Thu,Burglary,Pukekohe North,2023-01-19,1,-37.19555439,174.914016,7.029199392352694
2:00 pm,Thu,Theft,Stonefields,2023-01-19,1,-36.88993445,174.8347352,1.388698909323364
4:00 pm,Thu,Theft,Takapuna Central,2023-01-19,1,-36.78801976,174.769695,1.388698909323364
12:00 pm,Thu,Theft,Orakei South,2023-01-19,1,-36.8638436,174.809911,1.4372862729887843
4:00 pm,Thu,Theft,Highland Park,2023-01-19,1,-36.89887545,174.9075079,1.388698909323364
8:00 pm,Thu,Theft,Mangere South,2023-01-19,1,-37.0081395,174.800377,1.474228858937479
6:00 pm,Thu,Theft,Blockhouse Bay,2023-01-19,1,-36.92592048,174.7044306,1.2915241819925227
9:00 am,Thu,Battery,Rewarewa,2023-01-19,1,-36.91792287,174.6817827,6.51802794746652
5:00 pm,Thu,Theft,Glenfield Central,2023-01-19,1,-36.78255279,174.722369,1.388698909323364
2:00 pm,Thu,Theft,Blockhouse Bay,2023-01-19,1,-36.92592048,174.7044306,1.388698909323364
9:00 pm,Thu,Theft,Takanini West,2023-01-19,1,-37.03993521,174.9030792,1.4256414952720586
11:00 am,Thu,Battery,North Harbour East,2023-01-19,2,-36.75138699,174.7077051,6.663790038462781
1:00 pm,Thu,Theft,Hingaia,2023-01-19,1,-37.06581128,174.9166922,1.388698909323364
5:00 pm,Thu,Burglary,Auckland Central West,2023-01-19,1,-36.8493745,174.7556773,9.279879404275796
11:00 am,Thu,Theft,Pakuranga Central,2023-01-19,1,-36.9135188,174.8723412,1.2915241819925227
9:00 pm,Thu,Theft,Crum Park,2023-01-19,1,-36.92475469,174.6641538,1.1457620909962616
6:00 am,Thu,Theft,Takanini North,2023-01-19,1,-37.03784145,174.9144793,1.0
8:00 am,Thu,Theft,Fairdene,2023-01-19,1,-36.86601957,174.6314457,1.097174727330841
3:00 pm,Thu,Theft,Fairdene,2023-01-19,1,-36.86601957,174.6314457,1.388698909323364
4:00 pm,Thu,Theft,Point Chevalier East,2023-01-19,3,-36.86971314,174.7099247,1.6685783135991612
2:00 pm,Thu,Theft,Silverdale Central,2023-01-19,1,-36.62019223,174.6694789,1.388698909323364
5:00 pm,Thu,Robbery,Auckland Harbourside,2023-01-19,3,-36.84181548,174.7626594,8.272136210679797
5:00 pm,Thu,Theft,Grey Lynn East,2023-01-19,1,-36.85853169,174.749547,1.6685783135991612
4:00 am,Thu,Burglary,Birkenhead East,2023-01-19,1,-36.80830885,174.7294683,6.372265856470259
11:00 am,Thu,Theft,Royal Heights,2023-01-19,1,-36.82958599,174.6247754,1.2915241819925227
8:00 pm,Thu,Battery,St Lukes North,2023-01-19,1,-36.87044905,174.7267019,6.56661531113194
12:00 pm,Thu,Burglary,Rothesay Bay,2023-01-19,1,-36.72776766,174.7378498,6.809552129459043
2:00 pm,Thu,Theft,Takanini North,2023-01-19,1,-37.03110874,174.9409117,1.388698909323364
12:00 am,Thu,Theft,Donegal Park,2023-01-19,1,-36.9806886,174.9163457,1.097174727330841
7:00 pm,Thu,Theft,Pukekohe North,2023-01-19,1,-37.19919774,174.9023929,1.8512829905441173
7:00 pm,Thu,Theft,Lynnmall,2023-01-19,2,-36.90844118,174.6836551,1.8512829905441173
5:00 pm,Thu,Battery,Red Beach West,2023-01-19,1,-36.60737019,174.690614,6.760964765793623
8:00 pm,Thu,Theft,Kaurilands,2023-01-19,1,-36.92573147,174.6537877,1.194349454661682
5:00 pm,Thu,Theft,Meadowland,2023-01-19,1,-36.91531597,174.9332509,1.388698909323364
8:00 pm,Thu,Theft,St Lukes,2023-01-19,1,-36.88357432,174.7307644,1.194349454661682
11:00 am,Thu,Burglary,Howick Central,2023-01-19,1,-36.90109458,174.9223048,6.663790038462781
